,Source,Title,Lyrics
73,mojim.com,夜夜念奴嬌,"許冠傑

夜夜念奴嬌

作詞：許冠傑/黎彼得
作曲：許冠傑

夜夜念奴嬌，輕輕把名叫，
心中一諗起，溫馨的歡笑，可解我寂寥。

夜夜念奴嬌，即刻陰陰笑，
心中一諗起，火般香吻妙，我會眼眉跳。

無論時分秒，想起妳就發燒，
回味妳笑也妙，喊也妙，我就煩悶也消。

諗起初介紹，心中卜卜跳，
與妳看月耀，開心不得了，韆鞦倆共搖。

夜夜念奴嬌，痴得好緊要，
相思知多少，初戀真美妙，愛意像狂潮。"
74,mojim.com,搵嘢做,"許冠傑

搵嘢做

作詞：許冠傑/黎彼得
作曲：許冠傑

從前有個人叫莫大毛 日日攤响屋企等米路
神神化化作風虛無 又唔願剃鬚 (重成日去賭)

窮途意冷走去問前途 但願仙家指點三兩度
如何有法變得富豪 望黃大仙能預告 (呢枝簽話呢)

*拿拿聲即刻走去搵嘢做 人必須知道自己嘅用途
唔去奮鬥你咪望有酬勞 想搵錢應該快手 Come on let's go
著著聲即刻走去搵嘢做 人必須旨意自己創路途
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
快去奮鬥您實會攀得高 你要坐Benz靠自己個腦

連隨悔覺好個莫大毛 立業興家終於走正路
榮華富貴靠刻苦耐勞 漸漸年事已高 (成就更高)

同時見個仔阿莫二毛 日日攤响屋企等米路
連隨秤佢起身搏命熬 話黃大仙曾預告

Repeat***"
75,mojim.com,這一曲送給您,"許冠傑

這一曲送給您

作詞：許冠傑/黎彼得
作曲：許冠傑

如果君心裡
常覺有顧慮
前景感到崎嶇
人生有若遊戲
他朝總有轉機

如果君心碎
常暗自下淚
何必感歎唏噓
還希你莫嫌棄
這一曲送給您

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
我願能助您鬱結消除
結伴同尋新樂趣
我願憑樂韻解君寂寞
此曲望您惜取

如果君他去
惆悵未入睡
難堪枕冷空虛
還請您夢鄉僅記
這一曲送給您

請君您夢鄉僅記
這一曲送給您"
76,mojim.com,好景自己去尋,"許冠傑

好景自己去尋

作詞：許冠傑/黎彼得
作曲：許冠傑

想半生一知半解 事事百樣疑問
想半生將假當真 事事錯後遺憾
^令我不禁撫心再問 是否曾埋沒壯志
誓要開始醒覺做人 好景自己去尋^

*休嘆息冤屈半生 日日悔恨愚笨
休嘆息光陰似水 日日暗自懷恨
定要擺脫不羈放任 願我不會忘掉烙印
立志虛心補拙用勤 好景自己去尋*

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
#得與失 經分析必有因 因欠進取心
小痛楚 勿再望憐憫 全力上 莫再等#

Repeat^#*

想半生一知半解 事事百樣疑問(好景自己去尋)
想半生將假當真 事事錯後遺憾(好景自己去尋)
休嘆息冤屈半生 日日悔恨愚笨(好景自己去尋)
休嘆息光陰似水 日日暗自懷恨(好景自己去尋)
想半生一知半解 事事百樣疑問(好景自己去尋)"
77,mojim.com,夕陽,"許冠傑

夕陽

原曲：Part Time Love
作詞：許冠傑/黎彼得
作曲：David Gates

*望見夕陽 漫照葦草千千
又見稻田 像那愛詩篇篇
懷緬我倆從前 共你每天此刻相見
互訴心曲手倆牽*

望見夕陽 艷美帶起炊煙
又見落霞 令我記起當天
和你曠野流連 面對美景相相擁抱
話過真心不會變

^每次細看 往昔一封封信件
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
苦苦追憶 但覺悽怨片片
每次細看 往昔一張張照片
綿綿柔情 又再逐漸浮現^

但見夕陽 漸已消失天邊
令我茫然 頓覺百感交煎
惆悵以往情緣 就似眼底光輝轉變
逝去匆匆不再見

Repeat^*

未料到他朝講再見"
78,mojim.com,先敬羅衣後敬人,"許冠傑

先敬羅衣後敬人

作詞：許冠傑/黎彼得
作曲：許冠傑

寧願少喫餐，時裝錢咪慳，就算水乾幾大要撐，
如果識著衫，泥鯭充正班，做野亨通包冇話難。

人人無論富或貧，都要曉得裝吓身，
只要著得好款開聲屋都震，有冇現款冇人問，
皮鞋明亮冇滴塵，記住領呔花要新，君見否尖沙咀通街光棍，
皆因先敬羅衣後敬人。

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網

寧願少喫餐，時裝錢咪慳，就算水乾幾大要撐，
名廠 PIERRE CARDIN 來路出產，任我點揀都冇話煩。


人人無論懶或勤，都要曉得裝下身，
睇你衣冠不整差佬都掹警棍，當你係賊要盤問，
注重洋服嘅流行，記住買褸皮要真，希爾頓摩囉差都講聲 WELCOME，
皆因先敬羅衣後敬人。



感謝 Sky Lo C W 修正歌詞"
79,mojim.com,始終被愁困,"許冠傑

始終被愁困

作詞：許冠傑/黎彼得
作曲：許冠傑

人每當出生 不曉富貧
成人後染俗氣 諸多競爭
得到一朝得志 不會安份
總覺未能獲滿足 始終被愁困

環顧今婚姻 多少永恆
人容易厭舊侶 轉愛情人
家庭一朝慘變 多怨多恨
飽暖望淫慾滿足 始終被愁困
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網

是否 必須被愁困
是否 蒼天弄人
人人是否 甘於被愁困
抑或情不自禁

人每多貪心 不惜背盟
時常互戰互鬥 失去靈魂
得到一朝顯貴 天國將近
一世為無盡滿足 始終被愁困"
80,mojim.com,發嗡風,"許冠傑

發嗡風

作詞：許冠傑/黎彼得
作曲：許冠傑

時時為要面亂發嗡風
明明係老鄉走去死充
谷到盡 慢下手叻過籠

時時為要威亂發嗡風
明明係冇料亂爆一通
保下重 講多盞你肉痛

*時時咁囉唆 口多多 口疏疏 會有錯
講得多 衰得多 冇哂貨 人地聽你就傻(聽你就傻)
時時阿芝阿佐 嗡得多 好好地 會變喎
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
懶專科 口水多 冇放過 人地睬你就傻(睬你就傻)

人人為領功亂發嗡風
求其亂咁車西變左東
郁下重 亂咁逞英雄

逢人係有料少發嗡風
何妨讓你威擔正先鋒
一有事 走先梗聽射中*

Repeat*



感謝 asdfgjkl 修正歌詞"
81,mojim.com,每事問,"許冠傑

每事問

原曲：There's A Kind Of Hush
作詞：許冠傑
作曲：L.Reed/G.Stephens

^(La La La La La La La La)
(La La La La La La La La)
(La La La La La)
(La La La La La)
(La La La La La)^

學嘢必須肯 多啲去發問 問吓
古今遠近 無論數學
或地理天文 唔信問吓人

若要攞高分 應該每事問 問吓
不懂好快問 唔問呀最笨 求合格好呅

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
世界事物 有千萬萬
科學日新兼月異怎去分 (La La La La La)
答案點樣去搵 (La La La La La)
你每事問 會有好學問
經驗累積可辨別假與真 憑不斷去問人

*莫再天天等 今天每事問 問吓
虛心啲去問 唔明白再問 人就更聰敏*

世界事物 有千萬萬
科學日新兼月異怎去分 答案點樣去搵
你每事問 會有好學問
經驗累積可辨別假與真 憑不斷去問人

Repeat*^^^"
82,mojim.com,傀儡,"許冠傑

傀儡

作詞：許冠傑/黎彼得
作曲：許冠傑

夜夜獻歌調　電結他手中舞弄隨樂韻搖
台下滿觀眾紛紛拍手呼叫
五彩歌衫被銀燈照

為大眾閃耀　又唱出溫馨愛調隨樂韻搖
忘掉了心中抑壓抑首歡笑
你總不知是籠中鳥

＊傀儡　求名利一世做工具
甘於置身虛幻夢裡全力去追
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網

＃傀儡　求名利一世做工具
他朝跌倒　可憐寄望誰

重唱　＃

但願你閃耀　願你歌聲飄遠地傳萬里遙
能令世間知音者倍添歡笑
你的光輝像陽光照

重唱　＊,＃,＊,＃,＊,＃"
83,mojim.com,再會！香港！,"許冠傑

再會！香港！

作詞：許冠傑/黎彼得
作曲：許冠傑

清晨 孤身去他方
黯然 含淚滿腔
立心 將理想達成
到彼邦 尋美夢 滿懷熱望

親朋 祝福我安康
淒然 無話再講
立心 開拓新未來
到彼邦 圓志願 再會香港

*用勇氣 我不怕風浪
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
用幹勁 縱使艱辛也闖
用鬥志 憑著熱血信心
但求達到願望 放眼望遠方

驕陽 天邊吐金光
恍然 離淚已乾
靜觀 天際白雲
蓋高山 難眺望 再會香港*

Repeat*

再會香港"
84,mojim.com,摩登保鑣,"許冠傑

摩登保鑣

電影「摩登保鑣」主題曲
作詞：許冠傑/黎彼得
作曲：許冠傑

#香港啲飛仔打劫好新潮 下下都出啲怪招
出親街金錶火鑽好招搖 最怕有咁啱得咁蹺

*你實在要請保鑣(保鑣) 諸君咪話無聊
若係有咗保鑣(保鑣) 你會冇哂騷擾*#

一支公煲煙睇戲好他條 會有把刀仔插腰
書院女青春可愛好嬌嬈 掅佢上車一於照標

Repeat*
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網

^古裝片 都講啲保鑣 四處押貨 戰血染山腰
替顧客消災 威名遠耀
家陣啲 摩登保鑣 個個搏殺 對你更關照
你要坐穩轎 請番個 摩登保鑣^

Repeat*^#

(摩登保鑣)
冇哂騷擾(摩登保鑣)
冇哂騷擾(摩登保鑣)



感謝 sun 修正歌詞"
85,mojim.com,印象,"許冠傑

印象

作詞：許冠傑/黎彼得
作曲：許冠傑

誰令我當晚舉止失常
難自禁望君你能見諒
但覺萬分緊張 皆因跟你遇上
誰令我突然充滿幻想

誰令我音韻腦際飄揚
撩動我內心愛情醞釀
為我撥開憂傷 找得失去樂暢
誰令我彷似初戀再嚐

*我心中蘊藏 愛意千百丈
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
怎許相依戀 永遠心相向
結伴上天際 似燕子飛翔
雙雙去編寫 動聽樂章

誰令我朝晚苦苦思量
長在我夢境永恆照亮
令我萬千猜想 分不清去向
留下了這個深刻印象*

Repeat*

留下了這個深刻印象"
86,mojim.com,扮嘢,"許冠傑

扮嘢

作詞：許冠傑/黎彼得
作曲：許冠傑

*(佢最扮嘢 佢最扮嘢)
(佢最扮嘢 佢最扮嘢)
(yeah yeah yeah)
(yeah yeah yeah yeah)*

#我時時扮嘢 言談扮相妖冶
逢人就嗲 行為十足小姐
動作多扭擰 行路腰似蛇
雙眼又邪 帽又戴歪

時時扮嘢(佢最扮嘢) 完全掂過碌蔗
頻頻換車(佢最扮嘢) 其實係指單車
做廁所洗地 成日充少爺
人人窒我我照扮嘢#

^我老竇查實姓謝(ge ge ge ge ge)
改左佢話姓小野(yeah yeah yeah yeah yeah)
出街我仲夠Lair hair (Lair hair)
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
冇雨落成日帶遮 (ge ge ge ge ge ge ge ge)
yeah yeah yeah yeah^

時時扮嘢 無聊又好演嘢
求其亂車 俄文日文識寫
重要懶醒目 凡時都要Fair
敦正大蛇 重招待記者

時時扮嘢 (佢最扮嘢) 何妨扮到款Pair
逢人就賒(佢最扮嘢) 唔掂就搵姑姐
話阿三叔病 尋日死阿爺
連隨掂曬我靠扮嘢

Repeat*^#

(佢最扮嘢 佢最扮嘢 佢最扮嘢)
(yeah yeah yeah)
(yeah yeah yeah yeah)"
87,mojim.com,笑吓就算,"許冠傑

笑吓就算

作詞：許冠傑/黎彼得
作曲：許冠傑

笑吓就算 無謂咁緊張笑吓就算
人海滄桑多變遷 誰會永遠獲如願
是非得失少不免 要順吓自然

^笑吓就算 毋用太憂心笑吓就算
無須天天多掛牽 雲會散去月重現
漫天風霜終轉暖 地球日日轉^

*何必諸多淒酸 容我衷心相勸
塵世種種恩怨 他朝也盡化煙(盡化煙)
人生多麼短 誰顧得這麼遠
時間匆匆咁轉 轉眼就完*

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
笑吓就算 凡事要睇開笑吓就算
如果衝出這個圈 唔怕再會受迷亂
蝕抵多少都算 地球日日轉

Repeat*^

(笑吓就算)
地球日日轉 (笑吓就算)
地球日日轉 (笑吓就算)
地球日日轉 (笑吓就算)
地球日日轉 (笑吓就算)
地球日日轉 (笑吓就算)
地球日日轉 (笑吓就算)



感謝 wen 修正歌詞"
88,mojim.com,長春不老,"許冠傑

長春不老

作詞：許冠傑/黎彼得
作曲：許冠傑

要長春不老 秋風一起就進補
要長春不老 大閘蟹應該淨喫膏
成日要燉翅食燕窩奶露
平時喫飯喫藥要依鐘數
要長春不老 心境咪暴躁

要長春不老 朝朝起身練跳高
要長春不老 落雨打風亦要操
晨運托住塊石Yang幾哩路
螳螂太極劍術要耍幾套(耍幾套)
要長春不老 郁多啲最著數

*一出親街你要記住剃鬚(ho...la la la)
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
額角一見脫髮成日戴帽(ho...la la la)
老友問年齡 求其亂報
時時認細佬(時時認細佬)

要長春不老 早起早抖就最好(身體會好好好好)
要長春不老 酒色煙賭話句No(幾大要No No No No)
成日搏命去學最新舞步
平時假日記住著啲花布(啲花布)
要長春不老 通通要做到*

Repeat*

(要長春不老 通通要做到)"
89,mojim.com,我的心仍屬於您,"許冠傑

我的心仍屬於妳

作詞：許冠傑/黎彼得
作曲：許冠傑

共妳意見多分歧
事到予今不可再避
子女在遊戲
全未瞭解雙親痛悲

望妳對阿輝阿薇
倍加關心體恤佢地
使佢地明理
咪把DADDY在心記

情所鍾　妳未有相欺
何須多介懷是與非
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
緣已盡　一早已預備
無奈我不忍拾離妳

共妳此刻惜分離
各走一方分飛異地
輕挽著行李
甜蜜往昔偏偏記起

念八載枕邊恩情
說不出心中滋味
怎去淡忘妳
我的心仍屬於妳"
90,mojim.com,恭喜！恭喜！,"許冠傑

恭喜！恭喜！

作詞：許冠傑/黎彼得
作曲：許冠傑

^(恭喜 恭喜)
(恭喜 恭喜)^

恭喜 恭喜 春節笑微微
財神陪住你 時時大四喜
恭喜 恭喜 福到你門楣
場場馬都勝利 週年有運氣

恭喜 恭喜 考試冇話肥(恭喜)
兒童成大器 才華耀世紀
恭喜 恭喜 雞靚鴨又肥(恭喜)
人人有本有利 聲名遍萬里

多吉多利 年頭好景好到尾
添屋添地 文咸東街歸哂你
恭祝街坊老友記 個個一切順順利
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
老李老四互助又和氣

*恭喜 恭喜 婚禮快定期(恭喜)
同諧連理 連隨就有喜(恭喜)
恭喜 恭喜 夫婦冇別離
人人冇乜禁忌 精神夾健美*

多吉多利 年頭好景好到尾
歡天喜地 燃油減番七個四
恭祝街坊老友記 個個一切順順利
老李老四互助又和氣

Repeat*

人人冇乜禁忌 精神夾健美

Repeat^"
91,mojim.com,人辦,"許冠傑

人辦

作詞：許冠傑/黎彼得
作曲：許冠傑

#佢為人無聊返工等放工 時時蛇王郁啲詐胃痛
隨時頭暈傷風腳話凍 放假俾佢即刻通街貢

求人同情花款幾百種 時時同人Wear水當贈送
每次到佢出錢嗌肉痛 送嘢畀個Girl Friend出手重#

*佢成條搞風搞雨掘尾龍 隨時等炒攞慣大信封
頻頻有意製造人內鬨 佢望人罷哂工
同人嘈把聲響過喇叭筒 一打交啜聲屈尾實嗌鬆
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
走精面卸曬膊累埋大眾 專門搞搞貢*

佢時時同人打牌專搏懵 明明人求卡窿佢話碰
詐詐諦諦偷睇四面哄 佢最鐘意週身郁郁貢

平時逢人請飲梗肚空 同檯人人乾杯佢食餸
次次同人猜枚冇話中 到尾梗要打包幾斤重

Repeat*#"
92,mojim.com,陽光,"許冠傑

陽光

作詞：許冠傑/黎彼得
作曲：許冠傑

陽光 將失意化造熱望
明朗 會驅散心中驚慌
#陽光 使山明水秀氣又壯
溫暖滲入潮浪 明艷遍天空四方#

陽光 把一切變做願望
明朗 百花也充滿芬芳
^陽光 使枝頭小鳥唱近況
解我恨憂煩悶身心盡開朗

*熱與光天天都不忘 燃亮世間顆顆心房
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
能令世界進步 人人健康
熱與光分分不隱藏 長日發出金色光芒
常令您我快樂 抑鬱也盡放^*

(陽光 將失意化造熱望)
(明朗 會驅散心中驚慌)
Repeat#

(陽光 把一切變做願望)
(明朗 百花也充滿芬芳)

Repeat^**"
93,mojim.com,甜蜜的往事,"許冠傑

甜蜜的往事

作詞：許冠傑/黎彼得
作曲：許冠傑

^獨回味甜蜜的往事 我共您綠野中散步
綿綿情意 您輕執起 一節樹枝
在松樹塗劃一愛字 您重會用個心括住
柔情無限 百般心思 使我會意^

*您話逢失意時
此心會為我醫(此心會為我醫)
我若然心變時
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
此心會話您知(此心會話您知)*

願留住甜蜜的往事 幻夢裏共您喜再遇
綿綿情意 您輕執起一塊石子
在岩石塗劃一愛字 您又試用個心括住
柔情無限 百般心思 體貼盡致

Repeat*^"
94,mojim.com,歌曲解困憂,"許冠傑

歌曲解困憂

原曲：Good Old Days
作詞：許冠傑/黎彼得
作曲：A.Hammond/R.Cook

樂韻此際輕奏 期望您願接受
願您跟我邊唱邊跳 空間充滿熱流
愉快心裡輕透(ho...la la la)
疑慮放在腦後(ho...la la la)
莫計彼我相愛相勉(ho...la la la)
好歌唱多首(ho...la la la)

*唱首歌解憂愁 能忘掉心中嘅自疚
每感悔恨時候 借歌聲將那悲哀輕送走
唱首歌解憂愁 麻煩事心中再沒有
每感厭倦時候 以歌曲解困憂*

大眾心意相扣 尋樂趣敘下舊
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
樂韻使您解去束縛 心中感到自由
盡興一次點夠(ho...la la la)
還望我哋以後(ho...la la la)
又再多次歡對歡笑(ho...la la la)
好歌唱不休(ho...la la la)

Repeat*

^Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba
Ba ba ba ba ba ba^

Repeat^^^"
95,mojim.com,我問,"許冠傑

我問

作詞：黃霑
作曲：馮添枝

我問 點會從前咁天真
不追名利 不染紅塵 相信美夢可變真
我問 點會從前咁可親
不知懷恨 不結仇人 相信個個係好人

究竟誰使我改變 令我消失了本真
再沒有傻氣 再沒有純潔 決定遺忘可愛的心
如何再變番 好似同舊陣時 除盡俗氣俗韻

(Repeat once)"
96,mojim.com,難忘您,"許冠傑

難忘您

作詞：許冠傑
作曲：許冠傑

當天分手，是我怪錯了您，
一聲 Goodbye，然後各也不理，
離別後才知道，無論我怎樣也難忘您。

難忘您的姿態動靜，略帶憂鬱的一雙眼睛，
難忘記您的淺笑，像春天，像陽光照，
和那離別匆匆的背影。

每天把臂漫步，夜看星星一粒粒去數，
難忘記您的擁抱，在雨中狂然起舞，
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
和您常伴我心曲細訴。

難忘您對我那種體貼入微，
時時刻刻腦海中都僅記，
愈想忘掉您，愈難忘掉您，
我悔恨，我悔恨，我悔恨把您欺！

為何每天感到乏味？為何夜裡輾轉傷悲？
曾話過再也不想您，但到今天仍忘不了您，
其實我還是深深愛著您。"
97,mojim.com,最佳拍檔,"許冠傑

最佳拍檔

作詞：許冠傑
作曲：許冠傑

你名叫「叮噹」，個樣似蜜糖，平易近人清新開朗，
我名叫 KING KONG，個款似 JAMES BOND，最佳拍檔。

咖啡你沖水，我加奶落糖，你洗衫我將Ｄ衫燙，
我幫你搵錢，您幫我清倉，最佳拍檔。

有乜野衝撞，您跟我不妨，拋開顧忌坐低講，
你需要幫忙，我梗會幫忙，點樣辛苦都冇相干。

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
您晌我身邊，我不再徬徨，兩家一對膽都壯，
我一切擔當，您不會驚慌，最佳拍檔

有乜野衝撞，您跟我不妨，拋開顧忌坐低講，
你需要幫忙，我梗會幫忙，點樣辛苦都冇相干。

您晌我身邊，我不再徬徨，兩家一對膽都壯，
我一切擔當，您可以心安，最佳拍檔
我地係最佳拍檔，永遠係最佳拍檔。"
98,mojim.com,我像一片雲,"許冠傑

我像一片雲

作詞：許冠傑
作曲：許冠傑

我像一片雲，隨風飄遠飄近，
南北西東，留低腳印，不知傷了幾遍心。

我像一片雲，誰知飄到妳身近，
明知不應，留低愛印，無奈已經情難自禁。

今天我倆是愛人，明天請不要多問，
此刻便已是永恆，只要愛得夠深。

我像一片雲，如今北風已吹近，
留低首歌，和一個吻，期望有天重彈舊韻。"
99,mojim.com,十全十美,"許冠傑

十全十美

作詞：黎彼得
作曲：許冠傑

我為尋伴侶諸多理想，盼望能如願以償，
佢要十全十美品性優良，端莊純品人內向。

要動人貌美肌膚似霜，愛重情濃義更長，
對我服從像隻小羔羊，有好好文學修養。

嘗盡野花百種幽香，仍然未得樂暢，
各地盡覓懷著希望，徒然夢一場。

我惘然頓覺不敢去想，再望能如願以償，
那有十全十美的姑娘，只好留在歌唱。"
100,mojim.com,快樂,"許冠傑

快樂

作詞：許冠傑
作曲：許冠傑

快樂是陽光普照的清晨　快樂是流水美妙的音韻
快樂其實分分鐘把您等　只要您 識得點去搵

快樂是尋找天際的星辰　快樂是回憶沙灘的足印

*快樂其實邊一位都有份　不管您是富或貧
朋友愛　父母恩 每刻溫暖在我心
豁達滿足　仁愛施恩　快樂　便常共您相親
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
快樂是離開都市的煙塵　快樂是回家往浴缸一浸
快樂是一首好歌嘴裡哼　一張晚報　一杯香檳

快樂是賢妻給我的精神　快樂是兒子親䁥的一吻
快樂長伴我這一生　皆因我是快樂人 **

REPEAT *
快樂長伴我這一生　皆因我是快樂人



感謝 google 修正歌詞"
101,mojim.com,迷途的小羔羊,"許冠傑

迷途的小羔羊

作詞：黎彼得
作曲：許冠傑

迷途的小羔羊，徬徨不知方向，對遠景空迷惘，未會衡量，
如求跨過高牆，全憑本身修養，你要爭取上進，苦痛亦應嘗。


小羔羊，願你意志似驕陽，山崗上挑戰露冷風霜，
小羔羊，遇到挫折要堅強，應該像雛鳥學翱翔。

人如水哪可量，提防荊棘魔障，你要分清邪正，慧眼明亮，
迷途的小羔羊，如能分清方向，你放心天涯去，終會願得償。"
102,mojim.com,紙船,"許冠傑

紙船

作詞：許冠傑
作曲：許冠傑

路經海邊見隻小船　懷人萬里心暗酸
異鄉的她腦海湧現　如何把相思串
拾起張紙摺隻小船　徐徐地放於水面
靜心閉目許個願
船兒匆匆飄遠　望船實踐我這個願
遙遙長路也不倦　直去到她身邊
只求跟她一見　若他終於見隻紙船
盤旋夢裡千百轉　望她珍惜當中意義
齊齊把相思串



感謝 ryan 修正歌詞"
103,mojim.com,是你那一吻,"許冠傑

是您那一吻

作詞：林敏驄
作曲：馮添枝

是您那一吻 令我 心都震
還叫我心中 喜不禁
是您那顆真心 使我 重企得穩
是您 令我想 抱得緊

^是您那一吻 令我 心中激奮
還與我手相牽 心相允
令我 珍惜今天 永遠 在我身邊
是您 在我心深印^

更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
*誰令我 此刻 充滿 種種懷念
誰令我 突然 痴痴 咁笑一陣 ah ha ha

是您那一吻 令我 心中興奮
情往我手中 輕輕滲
是您那種天真 使我 沒有傷感
是您 在我心深印*

Repeat*^

是您 在我心深印"
104,mojim.com,愛像黃昏,"許冠傑

愛像黃昏

作詞：黎彼得
作曲：許冠傑

夕陽 隨著我心 寸寸地下沉
懷念到 別了的妳 添傷感
舊情 猶像眼底 幻變的光陰
萬千璀璨 匆匆帶走 像黃昏

白雲 才合乍分 片片在運行
浮現了 逝去的愛 多繽紛
願能 迷幻變真 舊愛可翻新
結他輕奏 當天那首 抒情樂韻

*懷緬海灘的擁吻 熱愛在無聲互印
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
同您每一刻都感到興奮
時常令我拋開抑鬱痛苦 解去悶困

熱情 仍在我心 每夜在夢魂
無奈我 半點施予 都不敢
未能 回復信心 誤了好光陰
愛火彷似 天邊美景 光明漸暗*

Repeat*

愛火彷似 天邊美景 光明漸暗"
105,mojim.com,昨天,"許冠傑

昨天

作詞：許冠傑
作曲：許冠傑

昨天 每朵鮮花都一一為我展
沒有悲傷哭泣美景常見 凡事總會獲如願
昨天 您的聲音都每刻在耳邊
伴您一起雙雙併肩同勉 共您恩愛又纏綿

*昨天 每顆星星都彷似為我閃
但那光輝今天再難復見 甜蜜往事成片段
到今天 您的聲音都不再在耳邊
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
逝去溫馨此刻已難復見 曾下允諾難兌現

昨天(昨天) 我的膽色充足敢於冒險
但那心境今天變得柔軟 人亦感到極疲倦
到今天 每首悲歌都一一為我選
但覺今非昔比嘆息人事變 令我感慨念從前*

Repeat*"
106,mojim.com,知恥近乎勇,"許冠傑

知恥近乎勇

作詞：黎彼得
作曲：許冠傑

雲海中多變多波動，人生的際遇也相同，
縱使今日兩手空，他朝可變做富翁，
毋追憶失去的好夢，何必講往日既英雄，
眼底草木正疏鬆，知恥近乎勇。

成功憑沉默耕種，有希望，人就學輕鬆，
心中能忘掉苦痛，趁機會，平步上高峰，靠自己操縱。

人本身總有他的用，唔應該去做應聲蟲，
縱使今日未見通，始終都會度到通，
雲海中多變多波動，人生的際遇也相同，
理想握在你手中，知恥近乎勇。"
107,mojim.com,跟佢做個,"許冠傑

跟佢做個 Friend

作詞：許冠傑
作曲：許冠傑

跟佢做個FRIEND，驚都咪駛驚，我要執得好正，
靚衫反起領 UN UN 下，似足掌艇。
跟佢做個FRIEND，把口要好聽，讚佢生得好靚，
對佢打雀咁眼，拋到手仔我就靈。

認真羅命，認真羅命，愈見得多佢佢愈正，
買隻戒指鑲番粒讚石，唔話佢聽，
認真羅命，　認真羅命，問我點解冇放大鏡，
唉！佢話嫌細夾阻佢 DENG。

跟佢做個FRIEND，FRIEND 過打 BAND，佢唱歌聲好靚，
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網
我結他甩左柄，兩個跳舞認真搶鏡。

跟佢做個FRIEND，驚親兩份驚，有雨查緊遮柄，
咪個沙煲亂掟，知己可以做成。

認真羅命，　認真羅命，見得多佢佢愈正，
教佢查車搵戲黎做，除笨有精，
認真羅命，　認真羅命，望見Ｄ彎佢猛亂掟，
唉！我連隨嗌阿媽救命。

跟佢做個FRIEND，WALKMAN 兩份聽，去咖啡灣掌艇，
再轉車出粉嶺，兩個喫哂一打西餅。"
108,mojim.com,這一種感覺,"許冠傑

這一種感覺

作詞：許冠傑
作曲：許冠傑

這一種感覺問我怎麼去形容，竟不知不覺被它深深操縱，
這一種感覺令人心急速的跳動，歡欣滿面如沐春風，
這一種感覺令我消失了倦容，整天的工作亦覺得一身輕鬆，
這一種感覺像存心把我戲弄，冬天已近還未知凍。

妳會話是我心理作用，就算解釋妳恐怕難會懂，
唯願，願我可永伴妳，永遠身處這感覺之中。

這一種感覺像猛火一片熊熊，像風的奔放又似水波般洶湧，
這一種感覺像場溫馨的美夢，祗感快樂忘盡苦痛，
這一種感覺像法寶的確唔同，令膽小的我又變得相當英勇，
這一種感覺像漩渦把我轉動，不可理喻難料得中。"
109,mojim.com,共妳常為伴,"許冠傑

共妳常為伴

作詞：鄭國江
作曲：馮添枝

共妳常為伴，時時開心不會悶，
若果肯跟我相伴，在心中霸地盤，
共妳常為伴，成為忠心夥伴，
願意一起挽手渡，人生的一半。

共妳常為伴，求能開解心裡悶，
願可分擔妳心事，用真心作後緩，
共妳常為伴，求能將心交換，
打開心窗說真話，情感的不滿。
更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網

心中麻煩共苦惱，我願分一半，
幸運，甜蜜共快樂，努力為妳搬。

共妳常為伴，唯求今生不再換，
大家真心永不二，同敲快樂門，
他朝榮譽共歡笑，我願分一半，
日後行前或退後，我願讓妳管，
共妳常為伴，成為終身夥伴，
共妳一起進入人生快樂門。"
